MSM_Mass_Flow_Pitch[kg/Cyc],MSM_Mass_Flow_Deg[kg/Deg],MSM_Mass_Flow_Step[kg/Step],SSM_Mass_Flow_Pitch[kg/Cyc],SSM_Mass_Flow_Deg[kg/Deg],SSM_Mass_Flow_Step[kg/Step],PRACTICAL_VOL_RATIO_MSM_SSM,REQ_Vol_Total[kg/Cyc],Dynamic_Q,REQ_BOTH_VOL[kg/m^3],REQ_SECOND_VOL[kg/m^3],BOTH_VOL_FOR_PITCH[kg/m^3],REQ_STEP_BOTH[step],REQ_STEP_SECOND[step],REQ_MSM_STEPS[step],REQ_SSM_STEPS[step],M_Flow,V_Flow,TRUE_VOL_SSM_CYC[m^3/Cyc],TRUE_SSM_FACTOR_FILL<0-1>,TRUE_VOL_MSM_CYC[m^3/Cyc],TRUE_MSM_FACTOR_FILL<0-1>,MSM_Factor_FILL,SSM_Factor_FILL,Practicl_MSM_VOL_PITCH[m^3/Cyc],Practicl_SSM_VOL_PITCH[m^3/Cyc]
0.15,0.000417,0.002344,0.0015,0.000004,0.000023,100,0.000025,90,0.000022,0.000002,0.000189,0.118812,1.333333,0.118812,1.452145,0.001689,0.000002,0,0.016719,0.000013,0.016719,0.25,0.25,187.5,1.875
